id,TrialOrder,Condition,Object,CorrectSide,Pointing_Right,Correct_Pointing,PropLook_Correct,PropLook_Right,Correct_Looking,sex,ageM,vcbAll,noun,verb
mn005,15,Mis,cup,right,1,1,0.85,0.85,1,m,20,89,48,0
mn005,16,ObjAbs,cup,left,NA,NA,0.983333333,0.016666667,1,m,20,89,48,0
mk001,1,Match,shoe,left,NA,NA,0.566666667,0.433333333,1,m,22,49,6,0
mk001,2,Match,cup,right,NA,NA,0.666666667,0.666666667,1,m,22,49,6,0
mk001,3,Mis,cup,right,1,1,0.766666667,0.766666667,1,m,22,49,6,0
mk001,4,Mis,shoe,right,NA,NA,0.183333333,0.183333333,0,m,22,49,6,0
mk001,5,ObjAbs,shoe,left,1,0,0,1,0,m,22,49,6,0
mk001,6,ObjAbs,cup,left,1,0,0.166666667,0.833333333,0,m,22,49,6,0
mk001,7,ObjDiff,cup,left,1,0,0.05,0.95,0,m,22,49,6,0
mk001,8,ObjDiff,shoe,right,1,1,0.283333333,0.283333333,0,m,22,49,6,0
mk001,9,Match,shoe,right,NA,NA,0.05,0.05,0,m,22,49,6,0
mk001,10,Match,cup,left,NA,NA,0.95,0.05,1,m,22,49,6,0
mk001,11,Mis,cup,left,1,0,0.233333333,0.766666667,0,m,22,49,6,0
mk001,12,Mis,shoe,left,NA,NA,0.416666667,0.583333333,0,m,22,49,6,0
mk001,13,ObjAbs,shoe,right,NA,NA,0.1,0.1,0,m,22,49,6,0
mk001,14,ObjAbs,cup,right,NA,NA,0,0,0,m,22,49,6,0
mk001,15,ObjDiff,cup,right,NA,NA,0.672413793,0.672413793,1,m,22,49,6,0
mk001,16,ObjDiff,shoe,left,NA,NA,1,0,1,m,22,49,6,0
as002,1,Match,cup,right,NA,NA,0.666666667,0.666666667,1,f,21,155,65,15
as002,2,Match,shoe,left,0,1,0.683333333,0.316666667,1,f,21,155,65,15
as002,3,ObjDiff,cup,right,NA,NA,0.333333333,0.333333333,0,f,21,155,65,15
as002,4,Mis,cup,left,NA,NA,1,0,1,f,21,155,65,15
as002,5,ObjAbs,cup,right,NA,NA,0.033333333,0.033333333,0,f,21,155,65,15
as002,6,ObjDiff,shoe,left,NA,NA,0.05,0.95,0,f,21,155,65,15
as002,7,Mis,shoe,right,NA,NA,0.55,0.55,1,f,21,155,65,15
as002,8,ObjAbs,shoe,left,NA,NA,0,1,0,f,21,155,65,15
as002,9,Match,cup,left,0,1,1,0,1,f,21,155,65,15
as002,10,Match,shoe,right,1,1,0,0,0,f,21,155,65,15
as002,11,ObjDiff,cup,left,0,1,0.983333333,0.016666667,1,f,21,155,65,15
as002,12,Mis,cup,right,1,1,0.85,0.85,1,f,21,155,65,15
as002,13,ObjAbs,cup,left,NA,NA,0.816666667,0.183333333,1,f,21,155,65,15
as002,14,ObjDiff,shoe,right,0,0,0,0,0,f,21,155,65,15
as002,15,Mis,shoe,left,NA,NA,1,0,1,f,21,155,65,15
as002,16,ObjAbs,shoe,right,0,0,0.05,0.05,0,f,21,155,65,15
as003,1,Match,shoe,left,NA,NA,1,0,1,f,20,73,28,1
as003,2,Match,cup,left,0,1,1,0,1,f,20,73,28,1
as003,3,ObjAbs,shoe,left,0,1,0.05,0.95,0,f,20,73,28,1
as003,4,ObjDiff,shoe,right,1,1,1,1,1,f,20,73,28,1
as003,5,ObjAbs,cup,right,0,0,1,1,1,f,20,73,28,1
as003,6,Mis,cup,right,1,1,1,1,1,f,20,73,28,1
as003,7,ObjDiff,cup,left,1,0,0,1,0,f,20,73,28,1
as003,8,Mis,shoe,right,1,1,1,1,1,f,20,73,28,1
as003,9,Match,shoe,right,1,1,1,1,1,f,20,73,28,1
as003,10,Match,cup,right,1,1,1,1,1,f,20,73,28,1
as003,11,ObjAbs,shoe,right,NA,NA,1,1,1,f,20,73,28,1
as003,12,ObjDiff,shoe,left,NA,NA,0,1,0,f,20,73,28,1
as003,13,ObjAbs,cup,left,NA,NA,0,1,0,f,20,73,28,1
as003,14,Mis,cup,left,NA,NA,1,0,1,f,20,73,28,1
as003,15,ObjDiff,cup,right,NA,NA,0.183333333,0.183333333,0,f,20,73,28,1
as003,16,Mis,shoe,left,NA,NA,0.05,0.95,0,f,20,73,28,1
hs006,1,Match,shoe,right,1,1,0,0,0,m,18,73,16,8
hs006,2,Match,cup,right,1,1,0.916666667,0.916666667,1,m,18,73,16,8
hs006,3,Mis,cup,left,NA,NA,0,1,0,m,18,73,16,8
hs006,4,ObjDiff,cup,left,1,0,0,1,0,m,18,73,16,8
hs006,5,ObjAbs,cup,left,NA,NA,0.285714286,0.714285714,0,m,18,73,16,8
hs006,6,ObjAbs,shoe,right,NA,NA,0.333333333,0.333333333,0,m,18,73,16,8
hs006,7,Mis,shoe,right,NA,NA,0,0,0,m,18,73,16,8
hs006,8,ObjDiff,shoe,left,NA,NA,0.633333333,0.366666667,1,m,18,73,16,8
hs006,9,Match,shoe,left,0,1,0.178571429,0.821428571,0,m,18,73,16,8
hs006,10,Match,cup,left,1,0,0.516129032,0.483870968,1,m,18,73,16,8
hs006,11,Mis,cup,right,1,1,1,1,1,m,18,73,16,8
hs006,12,ObjDiff,cup,right,1,1,1,1,1,m,18,73,16,8
hs006,13,ObjAbs,cup,right,1,1,1,1,1,m,18,73,16,8
hs006,14,ObjAbs,shoe,left,0,1,0.866666667,0.133333333,1,m,18,73,16,8
hs006,15,Mis,shoe,left,1,0,0.25,0.75,0,m,18,73,16,8
hs006,16,ObjDiff,shoe,right,1,1,1,1,1,m,18,73,16,8
sk001,1,Match,shoe,right,NA,NA,1,1,1,f,18,9,1,0
sk001,2,Match,cup,right,NA,NA,1,1,1,f,18,9,1,0
sk001,3,ObjAbs,cup,right,1,1,0.416666667,0.416666667,0,f,18,9,1,0
sk001,4,Mis,shoe,left,NA,NA,0.666666667,0.333333333,1,f,18,9,1,0
sk001,5,ObjDiff,shoe,left,0,1,1,0,1,f,18,9,1,0
sk001,6,ObjDiff,cup,left,1,0,0,1,0,f,18,9,1,0
sk001,7,ObjAbs,shoe,right,1,1,0,0,0,f,18,9,1,0
sk001,8,Mis,cup,left,1,0,0.716666667,0.283333333,1,f,18,9,1,0
sk001,9,Match,shoe,left,0,1,1,0,1,f,18,9,1,0
sk001,10,Match,cup,left,1,0,0,1,0,f,18,9,1,0
sk001,11,ObjAbs,cup,left,NA,NA,0.647058824,0.352941176,1,f,18,9,1,0
sk001,12,Mis,shoe,right,0,0,1,1,1,f,18,9,1,0
sk001,13,ObjDiff,shoe,right,1,1,0.033333333,0.033333333,0,f,18,9,1,0
sk001,14,ObjDiff,cup,right,1,1,0.916666667,0.916666667,1,f,18,9,1,0
sk001,15,ObjAbs,shoe,left,NA,NA,0.05,0.95,0,f,18,9,1,0
sk001,16,Mis,cup,right,1,1,1,1,1,f,18,9,1,0
hs003,1,Match,shoe,left,0,1,1,0,1,m,21,178,65,15
hs003,2,Match,cup,left,0,1,0.283333333,0.716666667,0,m,21,178,65,15
hs003,3,ObjDiff,cup,right,1,1,1,1,1,m,21,178,65,15
hs003,4,Mis,cup,right,0,0,0.7,0.7,1,m,21,178,65,15
hs003,5,ObjAbs,shoe,left,1,0,0.616666667,0.383333333,1,m,21,178,65,15
hs003,6,Mis,shoe,right,1,1,0.85,0.85,1,m,21,178,65,15
hs003,7,ObjDiff,shoe,left,NA,NA,0.066666667,0.933333333,0,m,21,178,65,15
hs003,8,ObjAbs,cup,right,0,0,0.066666667,0.066666667,0,m,21,178,65,15
hs003,9,Match,shoe,right,1,1,0.216666667,0.216666667,0,m,21,178,65,15
hs003,10,Match,cup,right,1,1,1,1,1,m,21,178,65,15
hs003,11,ObjDiff,cup,left,1,0,0,1,0,m,21,178,65,15
hs003,12,Mis,cup,left,0,1,0.533333333,0.466666667,1,m,21,178,65,15
hs003,13,ObjAbs,shoe,right,NA,NA,0.033333333,0.033333333,0,m,21,178,65,15
hs003,14,Mis,shoe,left,NA,NA,0.95,0.05,1,m,21,178,65,15
hs003,15,ObjDiff,shoe,right,0,0,1,1,1,m,21,178,65,15
hs003,16,ObjAbs,cup,left,0,1,0.766666667,0.233333333,1,m,21,178,65,15
as001,1,Match,cup,left,0,1,1,0,1,f,22,183,72,19
as001,2,Match,shoe,right,1,1,0.866666667,0.866666667,1,f,22,183,72,19
as001,3,ObjDiff,cup,right,NA,NA,0.45,0.45,0,f,22,183,72,19
as001,4,Mis,shoe,right,1,1,0.983333333,0.983333333,1,f,22,183,72,19
as001,5,Mis,cup,right,1,1,1,1,1,f,22,183,72,19
as001,6,ObjAbs,cup,left,1,0,0.15,0.85,0,f,22,183,72,19
as001,7,ObjAbs,shoe,left,1,0,0,1,0,f,22,183,72,19
as001,8,ObjDiff,shoe,left,0,1,0.933333333,0.066666667,1,f,22,183,72,19
as001,9,Match,cup,right,1,1,0.85,0.85,1,f,22,183,72,19
as001,10,Match,shoe,left,0,1,0,1,0,f,22,183,72,19
as001,11,ObjDiff,cup,left,1,0,0.316666667,0.683333333,0,f,22,183,72,19
as001,12,Mis,shoe,left,1,0,0.016666667,0.983333333,0,f,22,183,72,19
as001,13,Mis,cup,left,0,1,0.966666667,0.033333333,1,f,22,183,72,19
as001,14,ObjAbs,cup,right,NA,NA,0.366666667,0.366666667,0,f,22,183,72,19
as001,15,ObjAbs,shoe,right,NA,NA,0.116666667,0.116666667,0,f,22,183,72,19
as001,16,ObjDiff,shoe,right,0,0,0.983333333,0.983333333,1,f,22,183,72,19
hn010,1,Match,cup,right,0,0,0.258064516,0.258064516,0,m,19,25,1,0
hn010,2,Match,shoe,left,NA,NA,0.283333333,0.716666667,0,m,19,25,1,0
hn010,3,ObjAbs,shoe,left,NA,NA,0,1,0,m,19,25,1,0
hn010,4,ObjDiff,shoe,left,0,1,0.133333333,0.866666667,0,m,19,25,1,0
hn010,5,ObjAbs,cup,right,0,0,0.016666667,0.016666667,0,m,19,25,1,0
hn010,6,Mis,shoe,right,1,1,0.85,0.85,1,m,19,25,1,0
hn010,7,ObjDiff,cup,right,1,1,1,1,1,m,19,25,1,0
hn010,8,Mis,cup,left,0,1,0.716666667,0.283333333,1,m,19,25,1,0
hn010,9,Match,cup,left,1,0,0,1,0,m,19,25,1,0
hn010,10,Match,shoe,right,1,1,0.983333333,0.983333333,1,m,19,25,1,0
hn010,11,ObjAbs,shoe,right,1,1,0.933333333,0.933333333,1,m,19,25,1,0
hn010,12,ObjDiff,shoe,right,1,1,1,1,1,m,19,25,1,0
hn010,13,ObjAbs,cup,left,1,0,0.963636364,0.036363636,1,m,19,25,1,0
hn010,14,Mis,shoe,left,NA,NA,1,0,1,m,19,25,1,0
hn010,15,ObjDiff,cup,left,0,1,0.883333333,0.116666667,1,m,19,25,1,0
hn010,16,Mis,cup,right,1,1,1,1,1,m,19,25,1,0
mn004,1,Match,shoe,right,0,0,0.266666667,0.266666667,0,f,20,76,19,0
mn004,2,Match,cup,left,NA,NA,1,0,1,f,20,76,19,0
mn004,3,Mis,shoe,left,0,1,0.583333333,0.416666667,1,f,20,76,19,0
mn004,4,ObjDiff,shoe,right,1,1,0.8,0.8,1,f,20,76,19,0
mn004,5,ObjAbs,shoe,left,1,0,0.683333333,0.316666667,1,f,20,76,19,0
mn004,6,ObjAbs,cup,right,0,0,0,0,0,f,20,76,19,0
mn004,7,ObjDiff,cup,left,0,1,1,0,1,f,20,76,19,0
mn004,8,Mis,cup,right,0,0,0,0,0,f,20,76,19,0
mn004,9,Match,shoe,left,NA,NA,1,0,1,f,20,76,19,0
mn004,10,Match,cup,right,0,0,1,1,1,f,20,76,19,0
mn004,11,Mis,shoe,right,NA,NA,0.733333333,0.733333333,1,f,20,76,19,0
mn004,12,ObjDiff,shoe,left,1,0,0.266666667,0.733333333,0,f,20,76,19,0
mn004,13,ObjAbs,shoe,right,0,0,0.033333333,0.033333333,0,f,20,76,19,0
mn004,14,ObjAbs,cup,left,0,1,1,0,1,f,20,76,19,0
mn004,15,ObjDiff,cup,right,1,1,0.883333333,0.883333333,1,f,20,76,19,0
mn004,16,Mis,cup,left,0,1,0.95,0.05,1,f,20,76,19,0
kd003,1,Match,shoe,right,1,1,0.820512821,0.820512821,1,f,22,100,38,0
kd003,2,Match,cup,left,0,1,0.16,0.84,0,f,22,100,38,0
kd003,3,ObjDiff,cup,left,0,1,0.590909091,0.409090909,1,f,22,100,38,0
kd003,4,ObjDiff,shoe,right,1,1,0.761904762,0.761904762,1,f,22,100,38,0
kd003,5,ObjAbs,shoe,right,NA,NA,0.533333333,0.533333333,1,f,22,100,38,0
kd003,6,Mis,cup,left,0,1,0.785714286,0.214285714,1,f,22,100,38,0
kd003,7,Mis,shoe,right,0,0,0.142857143,0.142857143,0,f,22,100,38,0
kd003,8,ObjAbs,cup,left,0,1,0.217391304,0.782608696,0,f,22,100,38,0
kd003,9,Match,shoe,left,0,1,0.363636364,0.636363636,0,f,22,100,38,0
kd003,10,Match,cup,right,1,1,1,1,1,f,22,100,38,0
kd003,11,ObjDiff,cup,right,1,1,0.342105263,0.342105263,0,f,22,100,38,0
kd003,12,ObjDiff,shoe,left,0,1,0.638888889,0.361111111,1,f,22,100,38,0
kd003,13,ObjAbs,shoe,left,0,1,0.695652174,0.304347826,1,f,22,100,38,0
kd003,14,Mis,cup,right,1,1,1,1,1,f,22,100,38,0
kd003,15,Mis,shoe,left,0,1,0.48,0.52,0,f,22,100,38,0
kd003,16,ObjAbs,cup,right,NA,NA,0,0,0,f,22,100,38,0
hn003,1,Match,shoe,left,0,1,1,0,1,f,23,158,79,5
hn003,2,Match,cup,left,0,1,1,0,1,f,23,158,79,5
hn003,3,Mis,cup,right,1,1,0.966666667,0.966666667,1,f,23,158,79,5
hn003,4,Mis,shoe,left,0,1,0.833333333,0.166666667,1,f,23,158,79,5
hn003,5,ObjDiff,cup,right,0,0,0.05,0.05,0,f,23,158,79,5
hn003,6,ObjDiff,shoe,right,1,1,1,1,1,f,23,158,79,5
hn003,7,ObjAbs,shoe,right,0,0,0.033333333,0.033333333,0,f,23,158,79,5
hn003,8,ObjAbs,cup,left,0,1,1,0,1,f,23,158,79,5
hn003,9,Match,shoe,right,1,1,1,1,1,f,23,158,79,5
hn003,10,Match,cup,right,1,1,0.716666667,0.716666667,1,f,23,158,79,5
hn003,11,Mis,cup,left,1,0,0.633333333,0.366666667,1,f,23,158,79,5
hn003,12,Mis,shoe,right,0,0,0,0,0,f,23,158,79,5
hn003,13,ObjDiff,cup,left,0,1,1,0,1,f,23,158,79,5
hn003,14,ObjDiff,shoe,left,0,1,0.974358974,0.025641026,1,f,23,158,79,5
hn003,15,ObjAbs,shoe,left,0,1,1,0,1,f,23,158,79,5
hn003,16,ObjAbs,cup,right,0,0,0,0,0,f,23,158,79,5
hn004,1,Match,cup,left,1,0,0.366666667,0.633333333,0,f,23,58,10,0
hn004,2,Match,shoe,right,1,1,1,1,1,f,23,58,10,0
hn004,3,ObjAbs,shoe,left,1,0,0,1,0,f,23,58,10,0
hn004,4,ObjAbs,cup,left,1,0,0.033333333,0.966666667,0,f,23,58,10,0
hn004,5,ObjDiff,cup,right,0,0,0,0,0,f,23,58,10,0
hn004,6,ObjDiff,shoe,left,0,1,0.1,0.9,0,f,23,58,10,0
hn004,7,Mis,cup,right,0,0,0,0,0,f,23,58,10,0
hn004,8,Mis,shoe,right,1,1,0.966666667,0.966666667,1,f,23,58,10,0
hn004,9,Match,cup,right,1,1,1,1,1,f,23,58,10,0
hn004,10,Match,shoe,left,1,0,0,1,0,f,23,58,10,0
hn004,11,ObjAbs,shoe,right,1,1,1,1,1,f,23,58,10,0
hn004,12,ObjAbs,cup,right,1,1,1,1,1,f,23,58,10,0
hn004,13,ObjDiff,cup,left,1,0,0.016666667,0.983333333,0,f,23,58,10,0
hn004,14,ObjDiff,shoe,right,1,1,0.866666667,0.866666667,1,f,23,58,10,0
hn004,15,Mis,cup,left,1,0,0,1,0,f,23,58,10,0
hn004,16,Mis,shoe,left,1,0,0,1,0,f,23,58,10,0
mk002,1,Match,shoe,left,NA,NA,0.15,0.85,0,f,20,53,13,0
mk002,2,Match,cup,left,NA,NA,0.233333333,0.766666667,0,f,20,53,13,0
mk002,3,ObjDiff,cup,right,NA,NA,0.465116279,0.465116279,0,f,20,53,13,0
mk002,4,ObjAbs,cup,right,1,1,0.516666667,0.516666667,1,f,20,53,13,0
mk002,5,ObjAbs,shoe,left,1,0,0,1,0,f,20,53,13,0
mk002,6,Mis,cup,left,1,0,0.4,0.6,0,f,20,53,13,0
mk002,7,Mis,shoe,right,1,1,0.733333333,0.733333333,1,f,20,53,13,0
mk002,8,ObjDiff,shoe,right,1,1,0.8,0.8,1,f,20,53,13,0
mk002,9,Match,shoe,right,1,1,1,1,1,f,20,53,13,0
mk002,10,Match,cup,right,1,1,0.783333333,0.783333333,1,f,20,53,13,0
mk002,11,ObjDiff,cup,left,1,0,0,1,0,f,20,53,13,0
mk002,12,ObjAbs,cup,left,1,0,0,1,0,f,20,53,13,0
mk002,13,ObjAbs,shoe,right,1,1,1,1,1,f,20,53,13,0
mk002,14,Mis,cup,right,NA,NA,1,1,1,f,20,53,13,0
mk002,15,Mis,shoe,left,1,0,0.816666667,0.183333333,1,f,20,53,13,0
mk002,16,ObjDiff,shoe,left,1,0,0.016666667,0.983333333,0,f,20,53,13,0
sm004,1,Match,shoe,right,1,1,0,0,0,m,20,23,5,0
sm004,2,Match,cup,left,0,1,0.649122807,0.350877193,1,m,20,23,5,0
sm004,3,ObjAbs,shoe,right,NA,NA,0.883333333,0.883333333,1,m,20,23,5,0
sm004,4,Mis,cup,left,NA,NA,0,1,0,m,20,23,5,0
sm004,5,ObjDiff,cup,left,1,0,0.316666667,0.683333333,0,m,20,23,5,0
sm004,6,Mis,shoe,left,1,0,0.3,0.7,0,m,20,23,5,0
sm004,7,ObjAbs,cup,right,NA,NA,0.75,0.75,1,m,20,23,5,0
sm004,8,ObjDiff,shoe,right,1,1,1,1,1,m,20,23,5,0
sm004,9,Match,shoe,left,NA,NA,0.883333333,0.116666667,1,m,20,23,5,0
sm004,10,Match,cup,right,1,1,1,1,1,m,20,23,5,0
sm004,11,ObjAbs,shoe,left,1,0,0,1,0,m,20,23,5,0
sm004,12,Mis,cup,right,1,1,1,1,1,m,20,23,5,0
sm004,13,ObjDiff,cup,right,1,1,1,1,1,m,20,23,5,0
sm004,14,Mis,shoe,right,1,1,1,1,1,m,20,23,5,0
sm004,15,ObjAbs,cup,left,1,0,0,1,0,m,20,23,5,0
sm004,16,ObjDiff,shoe,left,1,0,0,1,0,m,20,23,5,0
kd001,1,Match,cup,left,NA,NA,0.283333333,0.716666667,0,m,20,33,3,1
kd001,2,Match,shoe,right,NA,NA,1,1,1,m,20,33,3,1
kd001,3,ObjDiff,cup,right,NA,NA,1,1,1,m,20,33,3,1
kd001,4,Mis,cup,left,NA,NA,0.366666667,0.633333333,0,m,20,33,3,1
kd001,5,ObjDiff,shoe,right,NA,NA,1,1,1,m,20,33,3,1
kd001,6,Mis,shoe,right,1,1,1,1,1,m,20,33,3,1
kd001,7,ObjAbs,shoe,left,NA,NA,0,1,0,m,20,33,3,1
kd001,8,ObjAbs,cup,left,1,0,0.3,0.7,0,m,20,33,3,1
kd001,9,Match,cup,right,NA,NA,0.933333333,0.933333333,1,m,20,33,3,1
kd001,10,Match,shoe,left,NA,NA,0.683333333,0.316666667,1,m,20,33,3,1
kd001,11,ObjDiff,cup,left,1,0,0.066666667,0.933333333,0,m,20,33,3,1
kd001,12,Mis,cup,right,1,1,1,1,1,m,20,33,3,1
kd001,13,ObjDiff,shoe,left,1,0,0.05,0.95,0,m,20,33,3,1
kd001,14,Mis,shoe,left,1,0,0,1,0,m,20,33,3,1
kd001,15,ObjAbs,shoe,right,1,1,1,1,1,m,20,33,3,1
kd001,16,ObjAbs,cup,right,1,1,0,0,0,m,20,33,3,1
