id,TrialOrder,time,Condition,Object,CorrectSide,Pointing_Right,Correct_Pointing,PropLook_Correct,PropLook_Right,Correct_Looking,sex,ageM,vcbAll,noun,verb
kd009,2,1,Match,cup,right,2,1,0.983333333,0.983333333,1,m,18,78,33,1
kd009,3,1,Mis,shoe,left,2,0,0,1,0,m,18,78,33,1
kd009,4,1,ObjAbs,cup,left,2,0,0.016666667,0.983333333,0,m,18,78,33,1
kd009,5,1,ObjAbs,shoe,right,2,1,0.966666667,0.966666667,1,m,18,78,33,1
kd009,6,1,ObjDiff,cup,left,2,0,0,1,0,m,18,78,33,1
kd009,7,1,ObjDiff,shoe,right,2,1,0.833333333,0.833333333,1,m,18,78,33,1
kd009,8,1,Mis,cup,right,2,1,0.883333333,0.883333333,1,m,18,78,33,1
kd009,9,1,Match,shoe,right,2,1,1,1,1,m,18,78,33,1
kd009,10,1,Match,cup,left,1,1,0.883333333,0.116666667,1,m,18,78,33,1
kd009,11,1,Mis,shoe,right,1,0,0,0,0,m,18,78,33,1
kd009,12,1,ObjAbs,cup,right,2,1,1,1,1,m,18,78,33,1
kd009,13,1,ObjAbs,shoe,left,2,0,0.533333333,0.466666667,1,m,18,78,33,1
kd009,14,1,ObjDiff,cup,right,1,0,0.066666667,0.066666667,0,m,18,78,33,1
kd009,15,1,ObjDiff,shoe,left,1,1,0.983333333,0.016666667,1,m,18,78,33,1
kd009,16,1,Mis,cup,left,1,1,0.95,0.05,1,m,18,78,33,1
kb002,1,1,Match,shoe,right,2,1,1,1,1,m,19,99,37,8
kb002,2,1,Match,cup,left,1,1,1,0,1,m,19,99,37,8
kb002,3,1,ObjAbs,shoe,right,2,1,1,1,1,m,19,99,37,8
kb002,4,1,Mis,shoe,left,1,1,0.7,0.3,1,m,19,99,37,8
kb002,5,1,Mis,cup,right,2,1,1,1,1,m,19,99,37,8
kb002,6,1,ObjDiff,cup,right,1,0,0.316666667,0.316666667,0,m,19,99,37,8
kb002,7,1,ObjDiff,shoe,left,1,1,1,0,1,m,19,99,37,8
kb002,8,1,ObjAbs,cup,left,1,1,0.983333333,0.016666667,1,m,19,99,37,8
kb002,9,1,Match,shoe,left,2,0,0,1,0,m,19,99,37,8
kb002,10,1,Match,cup,right,1,0,0.066666667,0.066666667,0,m,19,99,37,8
kb002,11,1,ObjAbs,shoe,left,2,0,0,1,0,m,19,99,37,8
kb002,12,1,Mis,shoe,right,2,1,1,1,1,m,19,99,37,8
kb002,13,1,Mis,cup,left,1,1,0.85,0.15,1,m,19,99,37,8
kb002,14,1,ObjDiff,cup,left,2,0,0,1,0,m,19,99,37,8
kb002,15,1,ObjDiff,shoe,right,1,0,0,0,0,m,19,99,37,8
kb002,16,1,ObjAbs,cup,right,2,1,0.9,0.9,1,m,19,99,37,8
mn008,1,1,Match,cup,left,1,1,0.833333333,0.166666667,1,f,19,72,16,2
mn008,2,1,Match,shoe,right,1,0,0.316666667,0.316666667,0,f,19,72,16,2
mn008,3,1,ObjAbs,shoe,left,2,0,0,1,0,f,19,72,16,2
mn008,4,1,Mis,cup,left,2,0,0.633333333,0.366666667,1,f,19,72,16,2
mn008,5,1,Mis,shoe,right,1,0,0.033333333,0.033333333,0,f,19,72,16,2
mn008,6,1,ObjDiff,shoe,right,1,0,0,0,0,f,19,72,16,2
mn008,7,1,ObjDiff,cup,right,1,0,0.116666667,0.116666667,0,f,19,72,16,2
mn008,8,1,ObjAbs,cup,left,1,1,0.85,0.15,1,f,19,72,16,2
mn008,9,1,Match,cup,right,1,0,0.1,0.1,0,f,19,72,16,2
mn008,10,1,Match,shoe,left,1,1,1,0,1,f,19,72,16,2
mn008,11,1,ObjAbs,shoe,right,1,0,0.266666667,0.266666667,0,f,19,72,16,2
mn008,12,1,Mis,cup,right,1,0,0.366666667,0.366666667,0,f,19,72,16,2
mn008,13,1,Mis,shoe,left,1,1,1,0,1,f,19,72,16,2
mn008,14,1,ObjDiff,shoe,left,2,0,0,1,0,f,19,72,16,2
mn008,15,1,ObjDiff,cup,left,2,0,0,1,0,f,19,72,16,2
mn008,16,1,ObjAbs,cup,right,1,0,0.183333333,0.183333333,0,f,19,72,16,2
sm003,1,1,Match,cup,right,NA,NA,0.783333333,0.783333333,1,m,18,1,0,1
sm003,2,1,Match,shoe,right,2,1,1,1,1,m,18,1,0,1
sm003,3,1,Mis,shoe,left,NA,NA,0.716666667,0.283333333,1,m,18,1,0,1
sm003,4,1,Mis,cup,left,NA,NA,0.433333333,0.566666667,0,m,18,1,0,1
sm003,5,1,ObjDiff,cup,right,NA,NA,0.716666667,0.716666667,1,m,18,1,0,1
sm003,6,1,ObjAbs,cup,left,NA,NA,0.033333333,0.966666667,0,m,18,1,0,1
sm003,7,1,ObjDiff,shoe,left,NA,NA,0.941176471,0.058823529,1,m,18,1,0,1
sm003,8,1,ObjAbs,shoe,right,2,1,0,0,0,m,18,1,0,1
sm003,9,1,Match,cup,left,NA,NA,0.85,0.15,1,m,18,1,0,1
sm003,10,1,Match,shoe,left,NA,NA,0.75,0.25,1,m,18,1,0,1
sm003,11,1,Mis,shoe,right,NA,NA,0,0,0,m,18,1,0,1
sm003,12,1,Mis,cup,right,NA,NA,1,1,1,m,18,1,0,1
sm003,13,1,ObjDiff,cup,left,NA,NA,1,0,1,m,18,1,0,1
sm003,14,1,ObjAbs,cup,right,NA,NA,0,0,0,m,18,1,0,1
sm003,15,1,ObjDiff,shoe,right,NA,NA,0,0,0,m,18,1,0,1
sm003,16,1,ObjAbs,shoe,left,NA,NA,0,1,0,m,18,1,0,1
hn011,1,1,Match,cup,right,NA,NA,0.133333333,0.133333333,0,m,18,27,3,2
hn011,2,1,Match,shoe,left,NA,NA,1,0,1,m,18,27,3,2
hn011,3,1,ObjAbs,cup,left,NA,NA,0.7,0.3,1,m,18,27,3,2
hn011,4,1,Mis,shoe,right,NA,NA,0.116666667,0.116666667,0,m,18,27,3,2
hn011,5,1,ObjAbs,shoe,right,NA,NA,1,1,1,m,18,27,3,2
hn011,6,1,Mis,cup,right,NA,NA,0.983333333,0.983333333,1,m,18,27,3,2
hn011,7,1,ObjDiff,cup,left,NA,NA,0.383333333,0.616666667,0,m,18,27,3,2
hn011,8,1,ObjDiff,shoe,left,NA,NA,0,1,0,m,18,27,3,2
hn011,9,1,Match,cup,left,NA,NA,0.366666667,0.633333333,0,m,18,27,3,2
hn011,10,1,Match,shoe,right,NA,NA,1,1,1,m,18,27,3,2
hn011,11,1,ObjAbs,cup,right,NA,NA,1,1,1,m,18,27,3,2
hn011,12,1,Mis,shoe,left,NA,NA,0,1,0,m,18,27,3,2
hn011,13,1,ObjAbs,shoe,left,NA,NA,0.483333333,0.516666667,0,m,18,27,3,2
hn011,14,1,Mis,cup,left,NA,NA,0.033333333,0.966666667,0,m,18,27,3,2
hn011,15,1,ObjDiff,cup,right,NA,NA,0.85,0.85,1,m,18,27,3,2
hn011,16,1,ObjDiff,shoe,right,NA,NA,1,1,1,m,18,27,3,2
mk003,1,1,Match,cup,left,NA,NA,0.783333333,0.216666667,1,f,18,1,0,0
mk003,2,1,Match,shoe,right,NA,NA,0.966666667,0.966666667,1,f,18,1,0,0
mk003,3,1,ObjDiff,shoe,right,NA,NA,0.45,0.45,0,f,18,1,0,0
mk003,4,1,Mis,cup,right,NA,NA,0.366666667,0.366666667,0,f,18,1,0,0
mk003,5,1,ObjAbs,shoe,right,NA,NA,0.659090909,0.659090909,1,f,18,1,0,0
mk003,6,1,Mis,shoe,left,NA,NA,0.333333333,0.666666667,0,f,18,1,0,0
mk003,7,1,ObjDiff,cup,left,NA,NA,0.3,0.7,0,f,18,1,0,0
mk003,8,1,ObjAbs,cup,left,NA,NA,1,0,1,f,18,1,0,0
mk003,9,1,Match,cup,right,NA,NA,0.433333333,0.433333333,0,f,18,1,0,0
mk003,10,1,Match,shoe,left,NA,NA,0.166666667,0.833333333,0,f,18,1,0,0
mk003,11,1,ObjDiff,shoe,left,NA,NA,0,1,0,f,18,1,0,0
mk003,12,1,Mis,cup,left,NA,NA,0,1,0,f,18,1,0,0
mk003,13,1,ObjAbs,shoe,left,NA,NA,1,0,1,f,18,1,0,0
mk003,14,1,Mis,shoe,right,NA,NA,0.966666667,0.966666667,1,f,18,1,0,0
mk003,15,1,ObjDiff,cup,right,NA,NA,0.983333333,0.983333333,1,f,18,1,0,0
mk003,16,1,ObjAbs,cup,right,NA,NA,0.983333333,0.983333333,1,f,18,1,0,0
kb003,1,1,Match,shoe,right,NA,NA,1,1,1,f,19,201,86,10
kb003,2,1,Match,cup,right,2,1,0.731707317,0.731707317,1,f,19,201,86,10
kb003,3,1,Mis,shoe,left,NA,NA,0.55,0.45,1,f,19,201,86,10
kb003,4,1,ObjDiff,cup,right,NA,NA,0.333333333,0.333333333,0,f,19,201,86,10
kb003,5,1,Mis,cup,right,NA,NA,0.976190476,0.976190476,1,f,19,201,86,10
kb003,6,1,ObjDiff,shoe,left,NA,NA,0.333333333,0.666666667,0,f,19,201,86,10
kb003,7,1,ObjAbs,shoe,left,NA,NA,0.333333333,0.666666667,0,f,19,201,86,10
kb003,8,1,ObjAbs,cup,left,NA,NA,0.383333333,0.616666667,0,f,19,201,86,10
kb003,9,1,Match,shoe,left,NA,NA,0.633333333,0.366666667,1,f,19,201,86,10
kb003,10,1,Match,cup,left,NA,NA,0.033333333,0.966666667,0,f,19,201,86,10
kb003,11,1,Mis,shoe,right,NA,NA,0.316666667,0.316666667,0,f,19,201,86,10
kb003,12,1,ObjDiff,cup,left,NA,NA,0.05,0.95,0,f,19,201,86,10
kb003,13,1,Mis,cup,left,NA,NA,0,1,0,f,19,201,86,10
kb003,14,1,ObjDiff,shoe,right,NA,NA,0.35,0.35,0,f,19,201,86,10
kb003,15,1,ObjAbs,shoe,right,2,1,0.85,0.85,1,f,19,201,86,10
kb003,16,1,ObjAbs,cup,right,NA,NA,0,0,0,f,19,201,86,10
kb004,1,1,Match,shoe,left,NA,NA,0.766666667,0.233333333,1,f,18,49,10,3
kb004,2,1,Match,cup,right,NA,NA,1,1,1,f,18,49,10,3
kb004,3,1,ObjAbs,cup,left,NA,NA,0.983333333,0.016666667,1,f,18,49,10,3
kb004,4,1,ObjDiff,cup,right,NA,NA,0,0,0,f,18,49,10,3
kb004,5,1,ObjDiff,shoe,left,NA,NA,0.766666667,0.233333333,1,f,18,49,10,3
kb004,6,1,Mis,shoe,right,NA,NA,0,0,0,f,18,49,10,3
kb004,7,1,Mis,cup,right,NA,NA,0,0,0,f,18,49,10,3
kb004,8,1,ObjAbs,shoe,left,NA,NA,0,1,0,f,18,49,10,3
kb004,9,1,Match,shoe,right,NA,NA,0.133333333,0.133333333,0,f,18,49,10,3
kb004,10,1,Match,cup,left,NA,NA,0,1,0,f,18,49,10,3
kb004,11,1,ObjAbs,cup,right,NA,NA,1,1,1,f,18,49,10,3
kb004,12,1,ObjDiff,cup,left,NA,NA,0,1,0,f,18,49,10,3
kb004,13,1,ObjDiff,shoe,right,NA,NA,0.716666667,0.716666667,1,f,18,49,10,3
kb004,14,1,Mis,shoe,left,NA,NA,0.033333333,0.966666667,0,f,18,49,10,3
kb004,15,1,Mis,cup,left,NA,NA,0.716666667,0.283333333,1,f,18,49,10,3
kb004,16,1,ObjAbs,shoe,right,NA,NA,0.583333333,0.583333333,1,f,18,49,10,3
kb005,1,1,Match,shoe,left,1,1,1,0,1,m,19,58,21,4
kb005,2,1,Match,cup,left,1,1,1,0,1,m,19,58,21,4
kb005,3,1,Mis,cup,right,NA,NA,0.883333333,0.883333333,1,m,19,58,21,4
kb005,4,1,ObjDiff,cup,right,2,1,0.333333333,0.333333333,0,m,19,58,21,4
kb005,5,1,Mis,shoe,right,NA,NA,1,1,1,m,19,58,21,4
kb005,6,1,ObjAbs,shoe,left,NA,NA,0.25,0.75,0,m,19,58,21,4
kb005,7,1,ObjAbs,cup,right,NA,NA,1,1,1,m,19,58,21,4
kb005,8,1,ObjDiff,shoe,left,NA,NA,0.533333333,0.466666667,1,m,19,58,21,4
kb005,9,1,Match,shoe,right,NA,NA,0.266666667,0.266666667,0,m,19,58,21,4
kb005,10,1,Match,cup,right,NA,NA,0,0,0,m,19,58,21,4
kb005,11,1,Mis,cup,left,1,1,1,0,1,m,19,58,21,4
kb005,12,1,ObjDiff,cup,left,NA,NA,0,1,0,m,19,58,21,4
kb005,13,1,Mis,shoe,left,1,1,1,0,1,m,19,58,21,4
kb005,14,1,ObjAbs,shoe,right,NA,NA,0.4,0.4,0,m,19,58,21,4
kb005,15,1,ObjAbs,cup,left,NA,NA,0.4,0.6,0,m,19,58,21,4
kb005,16,1,ObjDiff,shoe,right,NA,NA,0.166666667,0.166666667,0,m,19,58,21,4
mn006,1,1,Match,shoe,left,NA,NA,0,1,0,f,19,119,59,2
mn006,2,1,Match,cup,right,NA,NA,1,1,1,f,19,119,59,2
mn006,3,1,ObjAbs,cup,right,NA,NA,0.533333333,0.533333333,1,f,19,119,59,2
mn006,4,1,ObjDiff,shoe,left,NA,NA,1,0,1,f,19,119,59,2
mn006,5,1,ObjAbs,shoe,right,NA,NA,0.016666667,0.016666667,0,f,19,119,59,2
mn006,6,1,ObjDiff,cup,left,NA,NA,1,0,1,f,19,119,59,2
mn006,7,1,Mis,cup,left,NA,NA,1,0,1,f,19,119,59,2
mn006,8,1,Mis,shoe,right,NA,NA,0,0,0,f,19,119,59,2
mn006,9,1,Match,shoe,right,NA,NA,0.033333333,0.033333333,0,f,19,119,59,2
mn006,10,1,Match,cup,left,NA,NA,1,0,1,f,19,119,59,2
mn006,11,1,ObjAbs,cup,left,NA,NA,0.916666667,0.083333333,1,f,19,119,59,2
mn006,12,1,ObjDiff,shoe,right,NA,NA,0.8,0.8,1,f,19,119,59,2
mn006,13,1,ObjAbs,shoe,left,NA,NA,1,0,1,f,19,119,59,2
mn006,14,1,ObjDiff,cup,right,NA,NA,0,0,0,f,19,119,59,2
mn006,15,1,Mis,cup,right,NA,NA,1,1,1,f,19,119,59,2
mn006,16,1,Mis,shoe,left,NA,NA,1,0,1,f,19,119,59,2
hn010,1,1,Match,cup,right,1,0,0.258064516,0.258064516,0,m,19,25,1,0
hn010,2,1,Match,shoe,left,NA,NA,0.283333333,0.716666667,0,m,19,25,1,0
hn010,3,1,ObjAbs,shoe,left,NA,NA,0,1,0,m,19,25,1,0
hn010,4,1,ObjDiff,shoe,left,1,1,0.133333333,0.866666667,0,m,19,25,1,0
hn010,5,1,ObjAbs,cup,right,1,0,0.016666667,0.016666667,0,m,19,25,1,0
hn010,6,1,Mis,shoe,right,2,1,0.85,0.85,1,m,19,25,1,0
hn010,7,1,ObjDiff,cup,right,2,1,1,1,1,m,19,25,1,0
hn010,8,1,Mis,cup,left,1,1,0.716666667,0.283333333,1,m,19,25,1,0
hn010,9,1,Match,cup,left,2,0,0,1,0,m,19,25,1,0
hn010,10,1,Match,shoe,right,2,1,0.983333333,0.983333333,1,m,19,25,1,0
hn010,11,1,ObjAbs,shoe,right,2,1,0.933333333,0.933333333,1,m,19,25,1,0
hn010,12,1,ObjDiff,shoe,right,2,1,1,1,1,m,19,25,1,0
hn010,13,1,ObjAbs,cup,left,2,0,0.963636364,0.036363636,1,m,19,25,1,0
hn010,14,1,Mis,shoe,left,NA,NA,1,0,1,m,19,25,1,0
hn010,15,1,ObjDiff,cup,left,1,1,0.883333333,0.116666667,1,m,19,25,1,0
hn010,16,1,Mis,cup,right,2,1,1,1,1,m,19,25,1,0
